Facebook Ireland Limited,Invoice Report
Business Name,ReadyPlanet BM1,Report Start Date,31 Jan 2021
Business ID,_10152359449443603_,Report End Date,05 Feb 2021
Taxed Amount in period,฿0.00
Total Invoiced Amount in period,"฿11,844,645.82"
Total Due Amount in period,"฿11,844,645.82"


Vendor,Invoice Number,Transaction Type,Advertiser,Billing Period,Payment Terms,Invoice Net Amount,Invoice Tax Amount,Invoice Total Amount,Liable Party,Currency,Issue Date,Due Date,Payment Status,Amount Due,Customer PO Number,Ad Account Id,Ad Account Name,Campaign Id,Campaign Name,Campaign Objective,Campaign Clicks,Campaign Impressions,Campaign Labels,Campaign Amount,Campaign Tax Amount,Campaign Total Amount,Campaign Creator,Campaign Last Modified By
Facebook Ireland Limited,226811017,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿302,850.61",฿0.00,"฿302,850.61","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿302,850.61",,_490500877820437_,FB48-fb57-Proud Villa HuaHin,_6225171755847_,,POST_ENGAGEMENT,,28600,,"฿1,653.14",฿0.00,"฿1,653.14",Wsn Mncht,Wsn Mncht
Facebook Ireland Limited,226811017,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿302,850.61",฿0.00,"฿302,850.61","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿302,850.61",,_490500877820437_,FB48-fb57-Proud Villa HuaHin,_6208536064047_,,POST_ENGAGEMENT,,155334,,"฿6,255.75",฿0.00,"฿6,255.75",Wsn Mncht,Wsn Mncht
Facebook Ireland Limited,226815007,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿523,122.98",฿0.00,"฿523,122.98","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿523,122.98",,_10153207579128603_,fb4-Tomatokidz,_6230296455206_,Engagement 20210121 Index Rayong,POST_ENGAGEMENT,,337,,฿83.13,฿0.00,฿83.13,Kanis Luechachaiwong,Kanis Luechachaiwong
Facebook Ireland Limited,226815007,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿523,122.98",฿0.00,"฿523,122.98","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿523,122.98",,_10153179864543603_,fb4-fb25-Papah printing THB,_6232174719266_,20210125_ปรับโฉมหน้าร้านให้ดูทันสมัยยิ่งขึ้น,MESSAGES,,34,,฿1.64,฿0.00,฿1.64,Kanis Luechachaiwong,Kanis Luechachaiwong
Facebook Ireland Limited,226815007,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿523,122.98",฿0.00,"฿523,122.98","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿523,122.98",,_10153453155983603_,"fb4-fb25-Prowild, D 400฿--> Remark 2,800/W",_6226002585654_,20210114_Main Post - Messages,MESSAGES,,430,,฿15.11,฿0.00,฿15.11,Kanis Luechachaiwong,Kanis Luechachaiwong
Facebook Ireland Limited,226815007,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿523,122.98",฿0.00,"฿523,122.98","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿523,122.98",,_10153179864543603_,fb4-fb25-Papah printing THB,_6229779894866_,20210113_พิมหมึกขาว - Messages,MESSAGES,,436,,฿21.33,฿0.00,฿21.33,Kanis Luechachaiwong,Kanis Luechachaiwong
Facebook Ireland Limited,226815007,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿523,122.98",฿0.00,"฿523,122.98","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿523,122.98",,_10153207579128603_,fb4-Tomatokidz,_6230296459806_,Engagement 20210121 Index Udon,POST_ENGAGEMENT,,447,,฿90.12,฿0.00,฿90.12,Kanis Luechachaiwong,Kanis Luechachaiwong
Facebook Ireland Limited,226815007,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿523,122.98",฿0.00,"฿523,122.98","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿523,122.98",,_10153207579128603_,fb4-Tomatokidz,_6230296459406_,Engagement 20210121 Index Phitsanulok,POST_ENGAGEMENT,,495,,฿93.10,฿0.00,฿93.10,Kanis Luechachaiwong,Kanis Luechachaiwong
Facebook Ireland Limited,226815007,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿523,122.98",฿0.00,"฿523,122.98","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿523,122.98",,_10153185401688603_,"FB8-Bodhitreedecor, AdPro Value",_6219714060863_,Curtain_CTW,LINK_CLICKS,,31,,฿1.50,฿0.00,฿1.50,Chayada Rungratsamee,Chayada Rungratsamee
Facebook Ireland Limited,226815007,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿523,122.98",฿0.00,"฿523,122.98","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿523,122.98",,_10153103861388603_,FB34-ReadyPlanet THB2,_6230196100078_,2021.01.04 Affiliate program,CONVERSIONS,,267,,฿9.01,฿0.00,฿9.01,Sumate Srisupkitmongkol,Sumate Srisupkitmongkol
Facebook Ireland Limited,226815007,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿523,122.98",฿0.00,"฿523,122.98","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿523,122.98",,_10153207579128603_,fb4-Tomatokidz,_6230296455606_,Engagement 20210121 Index Nakhon Sawan,POST_ENGAGEMENT,,309,,฿65.19,฿0.00,฿65.19,Kanis Luechachaiwong,Kanis Luechachaiwong
Facebook Ireland Limited,226815007,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿523,122.98",฿0.00,"฿523,122.98","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿523,122.98",,_10153207579128603_,fb4-Tomatokidz,_6230296456406_,Engagement 20210121 Index Hatyai,POST_ENGAGEMENT,,835,,฿157.92,฿0.00,฿157.92,Kanis Luechachaiwong,Kanis Luechachaiwong
Facebook Ireland Limited,226780900,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿6,931,327.22",฿0.00,"฿6,931,327.22","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿6,931,327.22",,_225483247938890_,,_23846771587910125_,,,,462,,฿371.80,฿0.00,฿371.80,,
Facebook Ireland Limited,226780900,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿6,931,327.22",฿0.00,"฿6,931,327.22","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿6,931,327.22",,_225483247938890_,,_23846640173040125_,,,,8189,,"฿2,716.24",฿0.00,"฿2,716.24",,
Facebook Ireland Limited,226780900,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿6,931,327.22",฿0.00,"฿6,931,327.22","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿6,931,327.22",,_225483261272222_,,_23846544843750185_,,,,38857,,"฿7,017.33",฿0.00,"฿7,017.33",,
Facebook Ireland Limited,226780900,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿6,931,327.22",฿0.00,"฿6,931,327.22","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿6,931,327.22",,_225483261272222_,,_23846633918630185_,,,,21758,,"฿8,444.06",฿0.00,"฿8,444.06",,
Facebook Ireland Limited,226780900,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿6,931,327.22",฿0.00,"฿6,931,327.22","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿6,931,327.22",,_225483261272222_,,_23846748516050185_,,,,84393,,"฿1,254.26",฿0.00,"฿1,254.26",,
Facebook Ireland Limited,226780900,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿6,931,327.22",฿0.00,"฿6,931,327.22","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿6,931,327.22",,_225483261272222_,,_23846644459430185_,,,,2813,,฿650.02,฿0.00,฿650.02,,
Facebook Ireland Limited,226780900,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿6,931,327.22",฿0.00,"฿6,931,327.22","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿6,931,327.22",,_225483261272222_,,_23846544166040185_,,,,30253,,"฿4,012.90",฿0.00,"฿4,012.90",,
Facebook Ireland Limited,226780900,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿6,931,327.22",฿0.00,"฿6,931,327.22","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿6,931,327.22",,_225483261272222_,,_23846623921380185_,,,,25845,,฿342.44,฿0.00,฿342.44,,
Facebook Ireland Limited,226780900,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿6,931,327.22",฿0.00,"฿6,931,327.22","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿6,931,327.22",,_225483261272222_,,_23846544079720185_,,,,16161,,฿173.79,฿0.00,฿173.79,,
Facebook Ireland Limited,226780900,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿6,931,327.22",฿0.00,"฿6,931,327.22","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿6,931,327.22",,_225483261272222_,,_23846784384290185_,,,,44746,,฿650.69,฿0.00,฿650.69,,
Facebook Ireland Limited,226780900,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿6,931,327.22",฿0.00,"฿6,931,327.22","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿6,931,327.22",,_225483261272222_,,_23846748076980185_,,,,97462,,"฿1,428.66",฿0.00,"฿1,428.66",,
Facebook Ireland Limited,226780900,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿6,931,327.22",฿0.00,"฿6,931,327.22","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿6,931,327.22",,_225483261272222_,,_23846544563760185_,,,,14050,,฿155.16,฿0.00,฿155.16,,
Facebook Ireland Limited,226780900,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿6,931,327.22",฿0.00,"฿6,931,327.22","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿6,931,327.22",,_225483261272222_,,_23846757583170185_,,,,1892,,฿553.51,฿0.00,฿553.51,,
Facebook Ireland Limited,226780900,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿6,931,327.22",฿0.00,"฿6,931,327.22","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿6,931,327.22",,_225483261272222_,,_23846748248470185_,,,,83768,,"฿1,252.59",฿0.00,"฿1,252.59",,
Facebook Ireland Limited,226780900,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿6,931,327.22",฿0.00,"฿6,931,327.22","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿6,931,327.22",,_225483261272222_,,_23846544394280185_,,,,7957,,"฿3,138.68",฿0.00,"฿3,138.68",,
Facebook Ireland Limited,226780900,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿6,931,327.22",฿0.00,"฿6,931,327.22","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿6,931,327.22",,_225483261272222_,,_23846783881930185_,,,,12008,,฿178.38,฿0.00,฿178.38,,
Facebook Ireland Limited,226780900,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿6,931,327.22",฿0.00,"฿6,931,327.22","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿6,931,327.22",,_225483261272222_,,_23846544627360185_,,,,5356,,฿72.98,฿0.00,฿72.98,,
Facebook Ireland Limited,226780900,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿6,931,327.22",฿0.00,"฿6,931,327.22","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿6,931,327.22",,_225483261272222_,,_23846623171960185_,,,,63,,฿16.77,฿0.00,฿16.77,,
Facebook Ireland Limited,226780900,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿6,931,327.22",฿0.00,"฿6,931,327.22","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿6,931,327.22",,_225483261272222_,,_23846544706750185_,,,,1197,,฿406.77,฿0.00,฿406.77,,
Facebook Ireland Limited,226780900,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿6,931,327.22",฿0.00,"฿6,931,327.22","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿6,931,327.22",,_225483261272222_,,_23846642870970185_,,,,1961,,฿236.76,฿0.00,฿236.76,,
Facebook Ireland Limited,226780900,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿6,931,327.22",฿0.00,"฿6,931,327.22","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿6,931,327.22",,_225483261272222_,,_23846544646570185_,,,,15270,,฿293.65,฿0.00,฿293.65,,
Facebook Ireland Limited,226780900,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿6,931,327.22",฿0.00,"฿6,931,327.22","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿6,931,327.22",,_225483261272222_,,_23846623006350185_,,,,67,,฿26.84,฿0.00,฿26.84,,
Facebook Ireland Limited,226780900,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿6,931,327.22",฿0.00,"฿6,931,327.22","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿6,931,327.22",,_225483261272222_,,_23846624433110185_,,,,13402,,"฿1,324.54",฿0.00,"฿1,324.54",,
Facebook Ireland Limited,226780900,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿6,931,327.22",฿0.00,"฿6,931,327.22","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿6,931,327.22",,_225483261272222_,,_23846643867180185_,,,,734,,฿245.97,฿0.00,฿245.97,,
Facebook Ireland Limited,226780900,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿6,931,327.22",฿0.00,"฿6,931,327.22","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿6,931,327.22",,_225483261272222_,,_23846622718450185_,,,,2059,,฿385.08,฿0.00,฿385.08,,
Facebook Ireland Limited,226780900,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿6,931,327.22",฿0.00,"฿6,931,327.22","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿6,931,327.22",,_225483261272222_,,_23846622602130185_,,,,8964,,฿98.36,฿0.00,฿98.36,,
Facebook Ireland Limited,226780900,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿6,931,327.22",฿0.00,"฿6,931,327.22","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿6,931,327.22",,_225483261272222_,,_23846776024920185_,,,,8499,,"฿1,239.35",฿0.00,"฿1,239.35",,
Facebook Ireland Limited,226780900,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿6,931,327.22",฿0.00,"฿6,931,327.22","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿6,931,327.22",,_225483261272222_,,_23846644423110185_,,,,3273,,฿787.64,฿0.00,฿787.64,,
Facebook Ireland Limited,226780900,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿6,931,327.22",฿0.00,"฿6,931,327.22","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿6,931,327.22",,_225483261272222_,,_23846623750190185_,,,,373,,฿237.52,฿0.00,฿237.52,,
Facebook Ireland Limited,226780900,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿6,931,327.22",฿0.00,"฿6,931,327.22","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿6,931,327.22",,_225483261272222_,,_23846633996390185_,,,,10148,,฿118.11,฿0.00,฿118.11,,
Facebook Ireland Limited,226780900,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿6,931,327.22",฿0.00,"฿6,931,327.22","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿6,931,327.22",,_225483261272222_,,_23846624083190185_,,,,113,,฿0.98,฿0.00,฿0.98,,
Facebook Ireland Limited,226780900,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿6,931,327.22",฿0.00,"฿6,931,327.22","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿6,931,327.22",,_225483261272222_,,_23846715892190185_,,,,82774,,"฿1,137.39",฿0.00,"฿1,137.39",,
Facebook Ireland Limited,226780900,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿6,931,327.22",฿0.00,"฿6,931,327.22","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿6,931,327.22",,_225483261272222_,,_23846624402760185_,,,,68477,,฿913.84,฿0.00,฿913.84,,
Facebook Ireland Limited,226780900,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿6,931,327.22",฿0.00,"฿6,931,327.22","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿6,931,327.22",,_225483261272222_,,_23846644389820185_,,,,761,,฿275.36,฿0.00,฿275.36,,
Facebook Ireland Limited,226780900,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿6,931,327.22",฿0.00,"฿6,931,327.22","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿6,931,327.22",,_225483261272222_,,_23846624770650185_,,,,40031,,฿544.77,฿0.00,฿544.77,,
Facebook Ireland Limited,226780900,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿6,931,327.22",฿0.00,"฿6,931,327.22","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿6,931,327.22",,_225483261272222_,,_23846644480200185_,,,,4250,,"฿1,019.82",฿0.00,"฿1,019.82",,
Facebook Ireland Limited,226780900,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿6,931,327.22",฿0.00,"฿6,931,327.22","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿6,931,327.22",,_225483261272222_,,_23846772521450185_,,,,5497,,฿517.46,฿0.00,฿517.46,,
Facebook Ireland Limited,226780900,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿6,931,327.22",฿0.00,"฿6,931,327.22","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿6,931,327.22",,_225483261272222_,,_23846643931320185_,,,,4006,,"฿1,041.07",฿0.00,"฿1,041.07",,
Facebook Ireland Limited,226780900,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿6,931,327.22",฿0.00,"฿6,931,327.22","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿6,931,327.22",,_225483261272222_,,_23846646490420185_,,,,2277,,฿842.74,฿0.00,฿842.74,,
Facebook Ireland Limited,226780900,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿6,931,327.22",฿0.00,"฿6,931,327.22","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿6,931,327.22",,_225483261272222_,,_23846750950710185_,,,,26273,,฿377.65,฿0.00,฿377.65,,
Facebook Ireland Limited,226780900,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿6,931,327.22",฿0.00,"฿6,931,327.22","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿6,931,327.22",,_225483261272222_,,_23846784196500185_,,,,986,,฿153.67,฿0.00,฿153.67,,
Facebook Ireland Limited,226780900,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿6,931,327.22",฿0.00,"฿6,931,327.22","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿6,931,327.22",,_225483261272222_,,_23846772778890185_,,,,3245,,฿398.93,฿0.00,฿398.93,,
Facebook Ireland Limited,226780900,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿6,931,327.22",฿0.00,"฿6,931,327.22","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿6,931,327.22",,_225483261272222_,,_23846646319390185_,,,,2354,,฿738.34,฿0.00,฿738.34,,
Facebook Ireland Limited,226780900,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿6,931,327.22",฿0.00,"฿6,931,327.22","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿6,931,327.22",,_225483261272222_,,_23846759260620185_,,,,13535,,"฿1,304.29",฿0.00,"฿1,304.29",,
Facebook Ireland Limited,226780900,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿6,931,327.22",฿0.00,"฿6,931,327.22","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿6,931,327.22",,_225483261272222_,,_23846826074690185_,,,,3187,,฿539.35,฿0.00,฿539.35,,
Facebook Ireland Limited,226780900,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿6,931,327.22",฿0.00,"฿6,931,327.22","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿6,931,327.22",,_225483261272222_,,_23846750535570185_,,,,1713,,฿269.42,฿0.00,฿269.42,,
Facebook Ireland Limited,226780900,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿6,931,327.22",฿0.00,"฿6,931,327.22","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿6,931,327.22",,_225483261272222_,,_23846646457620185_,,,,4767,,"฿1,258.71",฿0.00,"฿1,258.71",,
Facebook Ireland Limited,226780900,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿6,931,327.22",฿0.00,"฿6,931,327.22","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿6,931,327.22",,_225483261272222_,,_23846644537960185_,,,,714,,฿176.57,฿0.00,฿176.57,,
Facebook Ireland Limited,226780900,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿6,931,327.22",฿0.00,"฿6,931,327.22","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿6,931,327.22",,_225483261272222_,,_23846859052770185_,,,,12660,,฿193.42,฿0.00,฿193.42,,
Facebook Ireland Limited,226780900,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿6,931,327.22",฿0.00,"฿6,931,327.22","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿6,931,327.22",,_225483261272222_,,_23846751033080185_,,,,25692,,฿380.72,฿0.00,฿380.72,,
Facebook Ireland Limited,226780900,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿6,931,327.22",฿0.00,"฿6,931,327.22","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿6,931,327.22",,_225483261272222_,,_23846795320170185_,,,,5209,,฿486.17,฿0.00,฿486.17,,
Facebook Ireland Limited,226780900,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿6,931,327.22",฿0.00,"฿6,931,327.22","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿6,931,327.22",,_225483261272222_,,_23846623275860185_,,,,92,,฿0.82,฿0.00,฿0.82,,
Facebook Ireland Limited,226780900,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿6,931,327.22",฿0.00,"฿6,931,327.22","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿6,931,327.22",,_225483261272222_,,_23846784101340185_,,,,18700,,฿270.38,฿0.00,฿270.38,,
Facebook Ireland Limited,226780900,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿6,931,327.22",฿0.00,"฿6,931,327.22","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿6,931,327.22",,_225483261272222_,,_23846785863370185_,,,,663,,฿444.66,฿0.00,฿444.66,,
Facebook Ireland Limited,226780900,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿6,931,327.22",฿0.00,"฿6,931,327.22","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿6,931,327.22",,_225483261272222_,,_23846759470840185_,,,,69,,฿26.90,฿0.00,฿26.90,,
Facebook Ireland Limited,226780900,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿6,931,327.22",฿0.00,"฿6,931,327.22","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿6,931,327.22",,_225483261272222_,,_23846784325520185_,,,,3951,,฿49.58,฿0.00,฿49.58,,
Facebook Ireland Limited,226780900,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿6,931,327.22",฿0.00,"฿6,931,327.22","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿6,931,327.22",,_225483261272222_,,_23846544620240185_,,,,69585,,"฿9,055.19",฿0.00,"฿9,055.19",,
Facebook Ireland Limited,226780900,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿6,931,327.22",฿0.00,"฿6,931,327.22","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿6,931,327.22",,_225483261272222_,,_23846644132750185_,,,,1212,,฿371.85,฿0.00,฿371.85,,
Facebook Ireland Limited,226780900,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿6,931,327.22",฿0.00,"฿6,931,327.22","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿6,931,327.22",,_225483261272222_,,_23846759351630185_,,,,21531,,฿308.73,฿0.00,฿308.73,,
Facebook Ireland Limited,226780900,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿6,931,327.22",฿0.00,"฿6,931,327.22","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿6,931,327.22",,_225483261272222_,,_23846776041890185_,,,,19554,,฿282.77,฿0.00,฿282.77,,
